1,148435806.619502
2,174731055.057644
3,224191358.547152
4,289054412.152099
5,319734821.598613
6,199190119.391632
7,103056779.411314
8,66115366.168920
9,36520293.072001
10,19726139.816587
11,11944579.644755
12,5338523.501432
13,6549666.066447
14,2952288.295089
15,4966399.084502
16,2899129.853856
17,3214550.535814
18,1549947.884533
19,855467.709647
20,634376.563901
21,579079.267170
22,655251.812457
23,270869.120983
24,271314.785283
25,150624.783607
26,91199.402155
27,51721.273042
28,71944.161181
29,46196.396756
30,62447.838099
31,41491.383375
32,56069.276569
33,37716.862851
34,51055.195673
35,34550.621519
36,46848.636629
37,84475.311293
38,56829.128690
39,34240.777848
40,24213.439488
41,30708.138129
42,57160.011809
43,38718.405458
44,24981.498395
45,34399.067373
46,23642.300035
47,31204.892551
48,21727.155085
49,28509.458539
50,51946.054599
51,35467.539564
52,23024.788029
53,15111.845812
54,20903.109061
55,37219.657442
56,71513.998824
57,49082.543289
58,31180.791652
59,20452.083789
60,13624.447452
61,18803.088629
62,12938.850681
63,17471.589544
64,31209.566317
65,21485.415773
66,14006.878787
67,9350.962686
68,12851.731869
69,23128.429226
70,43702.031713
71,30485.366960
72,19443.824089
73,13034.105603
74,8651.093877
75,12089.513359
76,21331.493083
77,14747.661496
78,9526.994623
79,6403.003911
80,8797.237185
81,15915.193346
82,29842.412517
83,20840.879139
84,13233.700918
85,8850.474924
86,5875.452142
87,8247.555318
88,14421.947833
89,29001.896521
90,19456.773711
91,12258.468900
92,8378.456874
93,5370.087435
94,7708.851623
95,13763.704777
96,9521.829174
97,6028.750233
98,4165.902339
99,5547.945314
100,9760.380661
101,19452.134616
102,13152.375338
103,8334.039267
104,5711.591428
105,3692.744130
106,5311.275305
107,9577.852623
108,18634.964622
109,12903.326816
110,7977.098776
111,5346.510276
112,3425.529178
113,4788.662481
114,8526.383768
115,5908.600830
116,3789.744214
117,2556.520669
