1,3661033863.826559
2,2981129261.215998
3,1542448078.955118
4,652986035.730252
5,432065372.530168
6,334624100.684503
7,229697886.098870
8,201343538.500550
9,163268216.046181
10,109278853.633192
11,96127243.994383
12,66418454.695543
13,52520041.511052
14,50501862.075546
15,40806272.666761
16,23321969.441686
17,14218957.258891
18,10450757.529220
19,7670190.739461
20,6886788.590907
21,5985088.968347
22,6127301.241832
23,5953835.008612
24,5857044.692144
25,7569583.369126
26,7218748.127718
27,9444024.664353
28,16453953.784528
29,20898889.758223
30,17046636.187146
31,9363720.612788
32,6399256.622470
33,4049060.269099
34,3731096.558899
35,2751801.799484
36,2396394.145053
37,1849534.020307
38,1785679.316088
39,1853694.271871
40,1932764.611563
41,1694127.710555
42,1522552.328816
43,1365720.507548
44,1357538.515948
45,1257577.336205
46,1282762.647783
47,1236079.309878
48,1189001.655447
49,1209793.141096
50,1509199.281739
51,1227557.998906
52,980404.133403
53,960844.356811
54,946236.036988
55,1192754.576536
56,1014622.724834
57,1156736.998056
58,943705.494975
59,1062791.327428
60,1002534.112699
61,910645.101729
62,1047012.739250
63,924579.223808
64,896748.767966
65,887688.576492
66,878116.964072
67,849354.671806
68,871940.442216
69,855264.132884
70,842528.884922
71,825978.387758
72,826526.072503
73,848235.345330
74,783311.672267
75,864764.438045
76,803012.350918
77,878341.291626
78,782063.954493
79,770170.124361
80,756599.669841
81,762742.448583
82,804134.040386
83,734204.393232
84,784306.029866
85,758616.920495
86,735451.243110
87,823943.784368
88,735337.112078
89,728291.454380
90,721381.391518
91,726398.321071
92,725252.434757
93,711168.136207
94,721633.031387
95,715402.597638
96,820313.428857
97,693683.171591
98,806056.170629
99,754724.374958
100,862480.466838
101,713133.451741
102,701053.264373
103,676304.789484
104,812840.210652
105,694713.803866
106,698665.468017
107,681636.124353
108,681475.648520
109,731743.570358
110,667197.351298
111,743304.866322
112,675805.700813
113,688807.087107
114,671007.017397
115,670437.295341
116,708871.582470
117,656991.266011
118,714927.106191
119,661707.140372
120,689962.878496
121,666415.216662
122,660265.825414
123,722041.270576
124,653843.926507
125,684309.161116
126,645017.885223
127,706593.435827
128,678207.423119
129,654850.756795
130,725216.079952
131,652001.284895
132,653308.055791
133,637546.738993
134,646078.559503
135,636950.887319
136,643418.786429
137,632857.828646
138,641448.933106
139,631055.189234
140,639510.269609
141,629118.449559
142,637051.445405
143,627271.825881
144,634830.051341
145,625310.088223
146,632224.829051
147,623453.121185
148,630032.846314
149,621606.105692
150,627516.872736
151,619893.247136
152,625354.644211
153,618083.847985
154,622687.557832
155,616395.839428
156,620543.022957
157,614666.130174
158,617969.059122
159,613306.697320
160,615931.555154
161,611646.449340
162,613354.945403
163,610576.124855
164,612380.849985
165,608736.381856
166,609429.824601
167,607840.414304
168,609868.106139
169,605668.521994
170,605786.965145
171,605058.632690
172,608133.104375
173,602496.571835
174,602377.558602
175,602292.915257
176,606405.332993
177,599719.865187
178,599732.719893
179,599455.354006
180,603825.345723
181,597504.697288
182,597802.488908
183,597101.324240
184,601142.749224
185,595418.516748
186,595840.400398
187,594886.947428
188,598522.526104
189,593499.874962
190,594036.765115
191,592731.662074
192,595812.902349
193,591603.390674
194,592500.417484
195,634280.119348
196,601691.564681
197,626654.158534
198,587822.014816
199,589359.839616
200,755099.895671
201,1313726.217909
202,3219575.798667
203,4721362.754301
204,6313353.107513
205,7489876.900015
206,4658907.203301
207,3513562.056081
208,2439902.639424
209,2426928.743514
210,1806198.614023
211,1623039.866201
212,2145554.460171
213,1623627.677127
214,1418318.942745
215,2313235.824254
216,1436248.766058
217,1273611.538809
218,1987693.717583
219,3682065.663328
220,2050799.728269
221,2006697.730476
222,1225293.015803
223,1192354.098447
224,1493896.415022
225,1194845.331696
226,1049491.654895
227,928842.265315
228,872207.900640
229,796317.545172
230,929111.390777
231,1250007.171633
232,2752889.039071
233,3638051.234525
234,2542683.116300
235,1639198.773305
236,1553489.943446
237,1175305.791821
238,997895.539988
239,1312337.073202
240,2430405.382731
241,1432073.286259
242,1106910.774430
243,1448964.150136
244,884141.056435
245,744936.141667
246,692412.614617
247,648954.153052
248,619080.876260
249,591763.043388
250,573143.628891
251,555084.014687
252,542711.312605
253,530011.299483
254,521327.431147
255,511933.759916
256,505433.475751
257,498205.548919
258,493154.348661
259,487356.299632
260,483254.644041
261,478446.857135
262,475000.769730
263,470955.691887
264,468032.151620
265,464491.758164
266,461919.189082
267,458836.725865
268,456566.936520
269,453758.025904
270,451725.648884
271,449191.888125
272,447281.966961
273,444966.272020
274,443215.699989
275,441050.221021
276,439450.764195
277,453660.919668
278,580654.057092
279,772655.027273
280,1415647.396869
281,1796662.615273
282,1143711.011820
283,841243.250302
284,709306.663633
285,594722.733800
286,573427.402083
287,527031.404628
288,526297.587509
289,504969.485664
290,470660.733894
291,453963.780717
292,435069.291079
293,481116.494721
294,770350.774391
295,969385.747932
296,765999.588195
297,529908.788983
298,496115.023461
299,469859.003879
300,413068.018152
301,392364.177551
302,371850.800156
303,349856.425205
304,345862.315119
305,331342.968810
306,320836.390344
307,315632.074958
308,310462.582862
309,304827.757501
310,302768.805982
311,296348.634104
312,295052.431198
313,289435.471607
314,290251.519126
315,283261.772744
316,282672.182724
317,278234.479919
318,281836.504146
319,273050.601911
320,271489.165680
321,302146.899559
322,291610.977099
323,281725.969037
324,270720.821154
325,264442.157836
326,260139.426839
327,256427.212272
328,261026.972365
329,251703.386207
330,251000.754394
331,247596.979766
332,244649.468369
333,242603.015777
334,247333.937677
335,240785.040377
336,244291.518903
337,238507.563072
338,242867.158085
339,235801.830110
340,236966.094210
341,233863.248757
342,231000.579791
343,229488.022298
344,235311.779522
345,228507.256025
346,230904.737472
347,227288.976862
348,224648.394837
349,223319.218984
350,229123.056170
351,222594.718778
352,225377.680122
353,221561.897525
354,219064.286769
355,217857.110958
356,223565.090531
357,217255.681634
358,220407.809394
359,216423.399979
360,213943.234182
361,212897.379213
362,218558.969611
363,212521.586177
364,216015.194242
365,211761.385727
366,209288.434327
367,208289.409918
368,213695.028431
369,207941.299796
370,211929.218041
371,207163.455940
372,204826.744951
373,203909.658781
374,208998.068185
375,203938.300357
376,201873.347365
377,201021.011483
378,206220.712097
379,201336.018642
380,199300.274571
381,198512.648456
382,203965.873683
383,198850.043326
384,196865.359659
385,196081.497040
386,201407.196742
387,196545.934659
388,194569.923073
389,193829.489187
390,199244.438231
