1,148435806.619502
2,174731055.057644
3,224191358.547152
4,289054412.152099
5,319734821.598613
6,199190119.391632
7,103056779.411314
8,66115366.168920
9,36520293.072001
10,19726139.816587
11,11944579.644755
12,5338523.501432
13,4508427.792857
14,1766895.102590
15,1517828.273769
16,641706.331470
17,431026.922376
18,428357.088742
19,288716.114231
20,217644.010090
21,473225.708212
22,145678.166806
23,90648.078734
24,87891.412684
25,158860.920443
26,35688.513660
27,38020.108435
28,24012.699470
29,64860.302279
30,103628.057326
31,31315.657647
32,23588.725354
33,12421.028421
34,31031.301580
35,51796.230292
36,13436.220816
37,11553.155088
38,6365.269704
39,15756.918096
40,28224.205203
41,7040.643797
42,6256.347662
43,3798.031676
44,9306.951272
45,17707.294083
46,51161.647981
47,12074.021645
48,11473.465356
49,4912.548879
50,13943.038136
51,3367.929401
52,2537.713998
